"term","type","iri","label","definition","dpvtype","subclassof","hasbroader","scopenote","created","modified","vocab","namespace"
"AO-CNN","class","https://w3id.org/dpv/loc#AO-CNN","Cunene Province","Concept representing region Cunene Province in country Angola","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AO","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AO-CNO","class","https://w3id.org/dpv/loc#AO-CNO","Cuanza Norte Province","Concept representing region Cuanza Norte Province in country Angola","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AO","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AO-CUS","class","https://w3id.org/dpv/loc#AO-CUS","Cuanza Sul Province","Concept representing region Cuanza Sul Province in country Angola","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AO","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AO-HUA","class","https://w3id.org/dpv/loc#AO-HUA","Huambo Province","Concept representing region Huambo Province in country Angola","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AO","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AO-HUI","class","https://w3id.org/dpv/loc#AO-HUI","Huila Province","Concept representing region Huila Province in country Angola","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AO","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AO-LNO","class","https://w3id.org/dpv/loc#AO-LNO","Lunda Norte Province","Concept representing region Lunda Norte Province in country Angola","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AO","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AO-LSU","class","https://w3id.org/dpv/loc#AO-LSU","Lunda Sul Province","Concept representing region Lunda Sul Province in country Angola","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AO","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AO-LUA","class","https://w3id.org/dpv/loc#AO-LUA","Luanda Province","Concept representing region Luanda Province in country Angola","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AO","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AO-MAL","class","https://w3id.org/dpv/loc#AO-MAL","Malanje Province","Concept representing region Malanje Province in country Angola","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AO","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AO-MOX","class","https://w3id.org/dpv/loc#AO-MOX","Moxico Province","Concept representing region Moxico Province in country Angola","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AO","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AO-NAM","class","https://w3id.org/dpv/loc#AO-NAM","Namibe Province","Concept representing region Namibe Province in country Angola","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AO","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AO-UIG","class","https://w3id.org/dpv/loc#AO-UIG","Uíge Province","Concept representing region Uíge Province in country Angola","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AO","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AO-ZAI","class","https://w3id.org/dpv/loc#AO-ZAI","Zaire Province","Concept representing region Zaire Province in country Angola","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AO","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AQ","class","https://w3id.org/dpv/loc#AQ","Antarctica","Concept representing Country of Antarctica","https://w3id.org/dpv#Country","","https://w3id.org/dpv#Country","","2022-03-30","","loc","https://w3id.org/dpv/loc"
"AR","class","https://w3id.org/dpv/loc#AR","Argentina","Concept representing Country of Argentina","https://w3id.org/dpv#Country","","https://w3id.org/dpv#Country","","2022-03-30","","loc","https://w3id.org/dpv/loc"
"AR-A","class","https://w3id.org/dpv/loc#AR-A","Salta Province","Concept representing region Salta Province in country Argentina","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AR","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AR-B","class","https://w3id.org/dpv/loc#AR-B","Buenos Aires Province","Concept representing region Buenos Aires Province in country Argentina","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AR","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AR-C","class","https://w3id.org/dpv/loc#AR-C","Buenos Aires","Concept representing region Buenos Aires in country Argentina","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AR","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AR-D","class","https://w3id.org/dpv/loc#AR-D","San Luis Province","Concept representing region San Luis Province in country Argentina","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AR","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AR-E","class","https://w3id.org/dpv/loc#AR-E","Entre Ríos Province","Concept representing region Entre Ríos Province in country Argentina","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AR","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AR-F","class","https://w3id.org/dpv/loc#AR-F","La Rioja Province, Argentina","Concept representing region La Rioja Province, Argentina in country Argentina","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AR","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AR-G","class","https://w3id.org/dpv/loc#AR-G","Santiago del Estero Province","Concept representing region Santiago del Estero Province in country Argentina","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AR","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AR-H","class","https://w3id.org/dpv/loc#AR-H","Chaco Province","Concept representing region Chaco Province in country Argentina","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AR","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AR-J","class","https://w3id.org/dpv/loc#AR-J","San Juan Province","Concept representing region San Juan Province in country Argentina","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AR","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AR-K","class","https://w3id.org/dpv/loc#AR-K","Catamarca Province","Concept representing region Catamarca Province in country Argentina","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AR","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AR-L","class","https://w3id.org/dpv/loc#AR-L","La Pampa Province","Concept representing region La Pampa Province in country Argentina","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AR","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AR-M","class","https://w3id.org/dpv/loc#AR-M","Mendoza Province","Concept representing region Mendoza Province in country Argentina","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AR","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AR-N","class","https://w3id.org/dpv/loc#AR-N","Misiones Province","Concept representing region Misiones Province in country Argentina","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AR","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AR-P","class","https://w3id.org/dpv/loc#AR-P","Formosa Province","Concept representing region Formosa Province in country Argentina","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AR","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AR-Q","class","https://w3id.org/dpv/loc#AR-Q","Neuquén Province","Concept representing region Neuquén Province in country Argentina","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AR","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AR-R","class","https://w3id.org/dpv/loc#AR-R","Río Negro Province","Concept representing region Río Negro Province in country Argentina","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AR","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AR-S","class","https://w3id.org/dpv/loc#AR-S","Santa Fe Province","Concept representing region Santa Fe Province in country Argentina","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AR","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AR-T","class","https://w3id.org/dpv/loc#AR-T","Tucumán Province","Concept representing region Tucumán Province in country Argentina","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AR","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AR-U","class","https://w3id.org/dpv/loc#AR-U","Chubut Province","Concept representing region Chubut Province in country Argentina","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AR","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AR-V","class","https://w3id.org/dpv/loc#AR-V","Tierra del Fuego, Antártida e Islas del Atlántico Sur Province","Concept representing region Tierra del Fuego, Antártida e Islas del Atlántico Sur Province in country Argentina","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AR","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AR-W","class","https://w3id.org/dpv/loc#AR-W","Corrientes Province","Concept representing region Corrientes Province in country Argentina","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AR","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AR-X","class","https://w3id.org/dpv/loc#AR-X","Córdoba Province, Argentina","Concept representing region Córdoba Province, Argentina in country Argentina","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AR","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AR-Y","class","https://w3id.org/dpv/loc#AR-Y","Jujuy Province","Concept representing region Jujuy Province in country Argentina","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AR","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AR-Z","class","https://w3id.org/dpv/loc#AR-Z","Santa Cruz Province","Concept representing region Santa Cruz Province in country Argentina","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AR","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AS","class","https://w3id.org/dpv/loc#AS","American Samoa","Concept representing Country of American Samoa","https://w3id.org/dpv#Country","","https://w3id.org/dpv#Country;https://w3id.org/dpv/loc#US","","2022-03-30","2025-08-03","loc","https://w3id.org/dpv/loc"
"AT","class","https://w3id.org/dpv/loc#AT","Austria","Concept representing Country of Austria","https://w3id.org/dpv#Country","","https://w3id.org/dpv#Country;https://w3id.org/dpv/loc#EEA;https://w3id.org/dpv/loc#EEA30;https://w3id.org/dpv/loc#EEA31;https://w3id.org/dpv/loc#EU;https://w3id.org/dpv/loc#EU27;https://w3id.org/dpv/loc#EU28","","2022-03-30","","loc","https://w3id.org/dpv/loc"
"AT-1","class","https://w3id.org/dpv/loc#AT-1","Burgenland","Concept representing region Burgenland in country Austria","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AT-2","class","https://w3id.org/dpv/loc#AT-2","Carinthia","Concept representing region Carinthia in country Austria","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AT-3","class","https://w3id.org/dpv/loc#AT-3","Lower Austria","Concept representing region Lower Austria in country Austria","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AT-4","class","https://w3id.org/dpv/loc#AT-4","Upper Austria","Concept representing region Upper Austria in country Austria","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AT-5","class","https://w3id.org/dpv/loc#AT-5","Salzburg (state)","Concept representing region Salzburg (state) in country Austria","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AT-6","class","https://w3id.org/dpv/loc#AT-6","Styria","Concept representing region Styria in country Austria","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AT-7","class","https://w3id.org/dpv/loc#AT-7","Tyrol (state)","Concept representing region Tyrol (state) in country Austria","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AT-8","class","https://w3id.org/dpv/loc#AT-8","Vorarlberg","Concept representing region Vorarlberg in country Austria","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AT-9","class","https://w3id.org/dpv/loc#AT-9","Vienna","Concept representing region Vienna in country Austria","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AT","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AU","class","https://w3id.org/dpv/loc#AU","Australia","Concept representing Country of Australia","https://w3id.org/dpv#Country","","https://w3id.org/dpv#Country","","2022-03-30","","loc","https://w3id.org/dpv/loc"
"AU-ACT","class","https://w3id.org/dpv/loc#AU-ACT","Australian Capital Territory","Concept representing region Australian Capital Territory in country Australia","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AU","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AU-NSW","class","https://w3id.org/dpv/loc#AU-NSW","New South Wales","Concept representing region New South Wales in country Australia","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AU","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AU-NT","class","https://w3id.org/dpv/loc#AU-NT","Northern Territory","Concept representing region Northern Territory in country Australia","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AU","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AU-QLD","class","https://w3id.org/dpv/loc#AU-QLD","Queensland","Concept representing region Queensland in country Australia","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AU","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AU-SA","class","https://w3id.org/dpv/loc#AU-SA","South Australia","Concept representing region South Australia in country Australia","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AU","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AU-TAS","class","https://w3id.org/dpv/loc#AU-TAS","Tasmania","Concept representing region Tasmania in country Australia","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AU","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AU-VIC","class","https://w3id.org/dpv/loc#AU-VIC","Victoria, Australia","Concept representing region Victoria, Australia in country Australia","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AU","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AU-WA","class","https://w3id.org/dpv/loc#AU-WA","Western Australia","Concept representing region Western Australia in country Australia","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AU","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AW","class","https://w3id.org/dpv/loc#AW","Aruba","Concept representing Conutry of Aruba","https://w3id.org/dpv#Country","","https://w3id.org/dpv#Country;https://w3id.org/dpv/loc#NL","","2022-03-30","2025-08-03","loc","https://w3id.org/dpv/loc"
"AX","class","https://w3id.org/dpv/loc#AX","Åland Islands","Concept representing Country of Åland Islands","https://w3id.org/dpv#Country","","https://w3id.org/dpv#Country;https://w3id.org/dpv/loc#FI","","2022-03-30","2025-08-03","loc","https://w3id.org/dpv/loc"
"AZ","class","https://w3id.org/dpv/loc#AZ","Azerbaijan","Concept representing Country of Azerbaijan","https://w3id.org/dpv#Country","","https://w3id.org/dpv#Country","","2022-03-30","","loc","https://w3id.org/dpv/loc"
"AZ-ABS","class","https://w3id.org/dpv/loc#AZ-ABS","Abşeron Rayon","Concept representing region Abşeron Rayon in country Azerbaijan","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AZ","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AZ-AGA","class","https://w3id.org/dpv/loc#AZ-AGA","Ağstafa Rayon","Concept representing region Ağstafa Rayon in country Azerbaijan","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AZ","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AZ-AGC","class","https://w3id.org/dpv/loc#AZ-AGC","Ağcabədi Rayon","Concept representing region Ağcabədi Rayon in country Azerbaijan","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AZ","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AZ-AGM","class","https://w3id.org/dpv/loc#AZ-AGM","Ağdam Rayon","Concept representing region Ağdam Rayon in country Azerbaijan","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AZ","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AZ-AGS","class","https://w3id.org/dpv/loc#AZ-AGS","Ağdaş Rayon","Concept representing region Ağdaş Rayon in country Azerbaijan","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AZ","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"AZ-AGU","class","https://w3id.org/dpv/loc#AZ-AGU","Ağsu Rayon","Concept representing region Ağsu Rayon in country Azerbaijan","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#AZ","","2024-08-03","","loc","https://w3id.org/dpv/loc"
